,Propositions
834,"red = 30 , purple = 20 , yellow = 50"
835,"red = 30 , purple = 30 , yellow = 10"
836,"red = 30 , purple = 30 , yellow = 20"
837,"red = 30 , purple = 30 , yellow = 30"
838,"red = 30 , purple = 30 , yellow = 40"
839,"red = 30 , purple = 30 , yellow = 50"
840,"red = 30 , purple = 40 , yellow = 10"
841,"red = 30 , purple = 40 , yellow = 20"
842,"red = 30 , purple = 40 , yellow = 30"
843,"red = 30 , purple = 40 , yellow = 40"
844,"red = 30 , purple = 40 , yellow = 50"
845,"red = 30 , purple = 50 , yellow = 10"
846,"red = 30 , purple = 50 , yellow = 20"
847,"red = 30 , purple = 50 , yellow = 30"
848,"red = 30 , purple = 50 , yellow = 40"
849,"red = 30 , purple = 50 , yellow = 50"
850,"red = 40 , blue = 10 , green = 10"
851,"red = 40 , blue = 10 , green = 20"
852,"red = 40 , blue = 10 , green = 30"
853,"red = 40 , blue = 10 , green = 40"
854,"red = 40 , blue = 10 , green = 50"
855,"red = 40 , blue = 10 , purple = 10"
856,"red = 40 , blue = 10 , purple = 20"
857,"red = 40 , blue = 10 , purple = 30"
858,"red = 40 , blue = 10 , purple = 40"
859,"red = 40 , blue = 10 , purple = 50"
860,"red = 40 , blue = 10 , yellow = 10"
861,"red = 40 , blue = 10 , yellow = 20"
862,"red = 40 , blue = 10 , yellow = 30"
863,"red = 40 , blue = 10 , yellow = 40"
864,"red = 40 , blue = 10 , yellow = 50"
865,"red = 40 , blue = 20 , green = 10"
866,"red = 40 , blue = 20 , green = 20"
867,"red = 40 , blue = 20 , green = 30"
868,"red = 40 , blue = 20 , green = 40"
869,"red = 40 , blue = 20 , green = 50"
870,"red = 40 , blue = 20 , purple = 10"
871,"red = 40 , blue = 20 , purple = 20"
872,"red = 40 , blue = 20 , purple = 30"
873,"red = 40 , blue = 20 , purple = 40"
874,"red = 40 , blue = 20 , purple = 50"
875,"red = 40 , blue = 20 , yellow = 10"
876,"red = 40 , blue = 20 , yellow = 20"
877,"red = 40 , blue = 20 , yellow = 30"
878,"red = 40 , blue = 20 , yellow = 40"
879,"red = 40 , blue = 20 , yellow = 50"
880,"red = 40 , blue = 30 , green = 10"
881,"red = 40 , blue = 30 , green = 20"
882,"red = 40 , blue = 30 , green = 30"
883,"red = 40 , blue = 30 , green = 40"
884,"red = 40 , blue = 30 , green = 50"
885,"red = 40 , blue = 30 , purple = 10"
886,"red = 40 , blue = 30 , purple = 20"
887,"red = 40 , blue = 30 , purple = 30"
888,"red = 40 , blue = 30 , purple = 40"
889,"red = 40 , blue = 30 , purple = 50"
890,"red = 40 , blue = 30 , yellow = 10"
891,"red = 40 , blue = 30 , yellow = 20"
892,"red = 40 , blue = 30 , yellow = 30"
893,"red = 40 , blue = 30 , yellow = 40"
894,"red = 40 , blue = 30 , yellow = 50"
895,"red = 40 , blue = 40 , green = 10"
896,"red = 40 , blue = 40 , green = 20"
897,"red = 40 , blue = 40 , green = 30"
898,"red = 40 , blue = 40 , green = 40"
899,"red = 40 , blue = 40 , green = 50"
900,"red = 40 , blue = 40 , purple = 10"
901,"red = 40 , blue = 40 , purple = 20"
902,"red = 40 , blue = 40 , purple = 30"
903,"red = 40 , blue = 40 , purple = 40"
904,"red = 40 , blue = 40 , purple = 50"
905,"red = 40 , blue = 40 , yellow = 10"
906,"red = 40 , blue = 40 , yellow = 20"
907,"red = 40 , blue = 40 , yellow = 30"
908,"red = 40 , blue = 40 , yellow = 40"
909,"red = 40 , blue = 40 , yellow = 50"
910,"red = 40 , blue = 50 , green = 10"
911,"red = 40 , blue = 50 , green = 20"
912,"red = 40 , blue = 50 , green = 30"
913,"red = 40 , blue = 50 , green = 40"
914,"red = 40 , blue = 50 , green = 50"
915,"red = 40 , blue = 50 , purple = 10"
916,"red = 40 , blue = 50 , purple = 20"
917,"red = 40 , blue = 50 , purple = 30"
918,"red = 40 , blue = 50 , purple = 40"
919,"red = 40 , blue = 50 , purple = 50"
920,"red = 40 , blue = 50 , yellow = 10"
921,"red = 40 , blue = 50 , yellow = 20"
922,"red = 40 , blue = 50 , yellow = 30"
923,"red = 40 , blue = 50 , yellow = 40"
924,"red = 40 , blue = 50 , yellow = 50"
925,"red = 40 , green = 10 , purple = 10"
926,"red = 40 , green = 10 , purple = 20"
927,"red = 40 , green = 10 , purple = 30"
928,"red = 40 , green = 10 , purple = 40"
929,"red = 40 , green = 10 , purple = 50"
930,"red = 40 , green = 10 , yellow = 10"
931,"red = 40 , green = 10 , yellow = 20"
932,"red = 40 , green = 10 , yellow = 30"
933,"red = 40 , green = 10 , yellow = 40"
934,"red = 40 , green = 10 , yellow = 50"
935,"red = 40 , green = 20 , purple = 10"
936,"red = 40 , green = 20 , purple = 20"
937,"red = 40 , green = 20 , purple = 30"
938,"red = 40 , green = 20 , purple = 40"
939,"red = 40 , green = 20 , purple = 50"
940,"red = 40 , green = 20 , yellow = 10"
941,"red = 40 , green = 20 , yellow = 20"
942,"red = 40 , green = 20 , yellow = 30"
943,"red = 40 , green = 20 , yellow = 40"
944,"red = 40 , green = 20 , yellow = 50"
945,"red = 40 , green = 30 , purple = 10"
946,"red = 40 , green = 30 , purple = 20"
947,"red = 40 , green = 30 , purple = 30"
948,"red = 40 , green = 30 , purple = 40"
949,"red = 40 , green = 30 , purple = 50"
950,"red = 40 , green = 30 , yellow = 10"
951,"red = 40 , green = 30 , yellow = 20"
952,"red = 40 , green = 30 , yellow = 30"
953,"red = 40 , green = 30 , yellow = 40"
954,"red = 40 , green = 30 , yellow = 50"
955,"red = 40 , green = 40 , purple = 10"
956,"red = 40 , green = 40 , purple = 20"
957,"red = 40 , green = 40 , purple = 30"
958,"red = 40 , green = 40 , purple = 40"
959,"red = 40 , green = 40 , purple = 50"
960,"red = 40 , green = 40 , yellow = 10"
961,"red = 40 , green = 40 , yellow = 20"
962,"red = 40 , green = 40 , yellow = 30"
963,"red = 40 , green = 40 , yellow = 40"
964,"red = 40 , green = 40 , yellow = 50"
965,"red = 40 , green = 50 , purple = 10"
966,"red = 40 , green = 50 , purple = 20"
967,"red = 40 , green = 50 , purple = 30"
968,"red = 40 , green = 50 , purple = 40"
969,"red = 40 , green = 50 , purple = 50"
970,"red = 40 , green = 50 , yellow = 10"
971,"red = 40 , green = 50 , yellow = 20"
972,"red = 40 , green = 50 , yellow = 30"
973,"red = 40 , green = 50 , yellow = 40"
974,"red = 40 , green = 50 , yellow = 50"
975,"red = 40 , purple = 10 , yellow = 10"
976,"red = 40 , purple = 10 , yellow = 20"
977,"red = 40 , purple = 10 , yellow = 30"
978,"red = 40 , purple = 10 , yellow = 40"
979,"red = 40 , purple = 10 , yellow = 50"
980,"red = 40 , purple = 20 , yellow = 10"
981,"red = 40 , purple = 20 , yellow = 20"
982,"red = 40 , purple = 20 , yellow = 30"
983,"red = 40 , purple = 20 , yellow = 40"
984,"red = 40 , purple = 20 , yellow = 50"
985,"red = 40 , purple = 30 , yellow = 10"
986,"red = 40 , purple = 30 , yellow = 20"
987,"red = 40 , purple = 30 , yellow = 30"
988,"red = 40 , purple = 30 , yellow = 40"
989,"red = 40 , purple = 30 , yellow = 50"
990,"red = 40 , purple = 40 , yellow = 10"
991,"red = 40 , purple = 40 , yellow = 20"
992,"red = 40 , purple = 40 , yellow = 30"
993,"red = 40 , purple = 40 , yellow = 40"
994,"red = 40 , purple = 40 , yellow = 50"
995,"red = 40 , purple = 50 , yellow = 10"
996,"red = 40 , purple = 50 , yellow = 20"
997,"red = 40 , purple = 50 , yellow = 30"
998,"red = 40 , purple = 50 , yellow = 40"
999,"red = 40 , purple = 50 , yellow = 50"
1000,"red = 50 , blue = 10 , green = 10"
1001,"red = 50 , blue = 10 , green = 20"
1002,"red = 50 , blue = 10 , green = 30"
1003,"red = 50 , blue = 10 , green = 40"
1004,"red = 50 , blue = 10 , green = 50"
1005,"red = 50 , blue = 10 , purple = 10"
1006,"red = 50 , blue = 10 , purple = 20"
1007,"red = 50 , blue = 10 , purple = 30"
1008,"red = 50 , blue = 10 , purple = 40"
1009,"red = 50 , blue = 10 , purple = 50"
1010,"red = 50 , blue = 10 , yellow = 10"
1011,"red = 50 , blue = 10 , yellow = 20"
1012,"red = 50 , blue = 10 , yellow = 30"
1013,"red = 50 , blue = 10 , yellow = 40"
1014,"red = 50 , blue = 10 , yellow = 50"
1015,"red = 50 , blue = 20 , green = 10"
1016,"red = 50 , blue = 20 , green = 20"
1017,"red = 50 , blue = 20 , green = 30"
1018,"red = 50 , blue = 20 , green = 40"
1019,"red = 50 , blue = 20 , green = 50"
1020,"red = 50 , blue = 20 , purple = 10"
1021,"red = 50 , blue = 20 , purple = 20"
1022,"red = 50 , blue = 20 , purple = 30"
1023,"red = 50 , blue = 20 , purple = 40"
1024,"red = 50 , blue = 20 , purple = 50"
1025,"red = 50 , blue = 20 , yellow = 10"
1026,"red = 50 , blue = 20 , yellow = 20"
1027,"red = 50 , blue = 20 , yellow = 30"
1028,"red = 50 , blue = 20 , yellow = 40"
1029,"red = 50 , blue = 20 , yellow = 50"
1030,"red = 50 , blue = 30 , green = 10"
1031,"red = 50 , blue = 30 , green = 20"
1032,"red = 50 , blue = 30 , green = 30"
1033,"red = 50 , blue = 30 , green = 40"
1034,"red = 50 , blue = 30 , green = 50"
1035,"red = 50 , blue = 30 , purple = 10"
1036,"red = 50 , blue = 30 , purple = 20"
1037,"red = 50 , blue = 30 , purple = 30"
1038,"red = 50 , blue = 30 , purple = 40"
1039,"red = 50 , blue = 30 , purple = 50"
1040,"red = 50 , blue = 30 , yellow = 10"
1041,"red = 50 , blue = 30 , yellow = 20"
1042,"red = 50 , blue = 30 , yellow = 30"
1043,"red = 50 , blue = 30 , yellow = 40"
1044,"red = 50 , blue = 30 , yellow = 50"
1045,"red = 50 , blue = 40 , green = 10"
1046,"red = 50 , blue = 40 , green = 20"
1047,"red = 50 , blue = 40 , green = 30"
1048,"red = 50 , blue = 40 , green = 40"
1049,"red = 50 , blue = 40 , green = 50"
1050,"red = 50 , blue = 40 , purple = 10"
1051,"red = 50 , blue = 40 , purple = 20"
1052,"red = 50 , blue = 40 , purple = 30"
1053,"red = 50 , blue = 40 , purple = 40"
1054,"red = 50 , blue = 40 , purple = 50"
1055,"red = 50 , blue = 40 , yellow = 10"
1056,"red = 50 , blue = 40 , yellow = 20"
1057,"red = 50 , blue = 40 , yellow = 30"
1058,"red = 50 , blue = 40 , yellow = 40"
1059,"red = 50 , blue = 40 , yellow = 50"
1060,"red = 50 , blue = 50 , green = 10"
1061,"red = 50 , blue = 50 , green = 20"
1062,"red = 50 , blue = 50 , green = 30"
1063,"red = 50 , blue = 50 , green = 40"
1064,"red = 50 , blue = 50 , green = 50"
1065,"red = 50 , blue = 50 , purple = 10"
1066,"red = 50 , blue = 50 , purple = 20"
1067,"red = 50 , blue = 50 , purple = 30"
1068,"red = 50 , blue = 50 , purple = 40"
1069,"red = 50 , blue = 50 , purple = 50"
1070,"red = 50 , blue = 50 , yellow = 10"
1071,"red = 50 , blue = 50 , yellow = 20"
1072,"red = 50 , blue = 50 , yellow = 30"
1073,"red = 50 , blue = 50 , yellow = 40"
1074,"red = 50 , blue = 50 , yellow = 50"
1075,"red = 50 , green = 10 , purple = 10"
1076,"red = 50 , green = 10 , purple = 20"
1077,"red = 50 , green = 10 , purple = 30"
1078,"red = 50 , green = 10 , purple = 40"
1079,"red = 50 , green = 10 , purple = 50"
1080,"red = 50 , green = 10 , yellow = 10"
1081,"red = 50 , green = 10 , yellow = 20"
1082,"red = 50 , green = 10 , yellow = 30"
1083,"red = 50 , green = 10 , yellow = 40"
1084,"red = 50 , green = 10 , yellow = 50"
1085,"red = 50 , green = 20 , purple = 10"
1086,"red = 50 , green = 20 , purple = 20"
1087,"red = 50 , green = 20 , purple = 30"
1088,"red = 50 , green = 20 , purple = 40"
1089,"red = 50 , green = 20 , purple = 50"
1090,"red = 50 , green = 20 , yellow = 10"
1091,"red = 50 , green = 20 , yellow = 20"
1092,"red = 50 , green = 20 , yellow = 30"
1093,"red = 50 , green = 20 , yellow = 40"
1094,"red = 50 , green = 20 , yellow = 50"
1095,"red = 50 , green = 30 , purple = 10"
1096,"red = 50 , green = 30 , purple = 20"
1097,"red = 50 , green = 30 , purple = 30"
1098,"red = 50 , green = 30 , purple = 40"
1099,"red = 50 , green = 30 , purple = 50"
1100,"red = 50 , green = 30 , yellow = 10"
1101,"red = 50 , green = 30 , yellow = 20"
1102,"red = 50 , green = 30 , yellow = 30"
1103,"red = 50 , green = 30 , yellow = 40"
1104,"red = 50 , green = 30 , yellow = 50"
1105,"red = 50 , green = 40 , purple = 10"
1106,"red = 50 , green = 40 , purple = 20"
1107,"red = 50 , green = 40 , purple = 30"
1108,"red = 50 , green = 40 , purple = 40"
1109,"red = 50 , green = 40 , purple = 50"
1110,"red = 50 , green = 40 , yellow = 10"
1111,"red = 50 , green = 40 , yellow = 20"
1112,"red = 50 , green = 40 , yellow = 30"
1113,"red = 50 , green = 40 , yellow = 40"
1114,"red = 50 , green = 40 , yellow = 50"
1115,"red = 50 , green = 50 , purple = 10"
1116,"red = 50 , green = 50 , purple = 20"
1117,"red = 50 , green = 50 , purple = 30"
1118,"red = 50 , green = 50 , purple = 40"
1119,"red = 50 , green = 50 , purple = 50"
1120,"red = 50 , green = 50 , yellow = 10"
1121,"red = 50 , green = 50 , yellow = 20"
1122,"red = 50 , green = 50 , yellow = 30"
1123,"red = 50 , green = 50 , yellow = 40"
1124,"red = 50 , green = 50 , yellow = 50"
1125,"red = 50 , purple = 10 , yellow = 10"
1126,"red = 50 , purple = 10 , yellow = 20"
1127,"red = 50 , purple = 10 , yellow = 30"
1128,"red = 50 , purple = 10 , yellow = 40"
1129,"red = 50 , purple = 10 , yellow = 50"
1130,"red = 50 , purple = 20 , yellow = 10"
1131,"red = 50 , purple = 20 , yellow = 20"
1132,"red = 50 , purple = 20 , yellow = 30"
1133,"red = 50 , purple = 20 , yellow = 40"
1134,"red = 50 , purple = 20 , yellow = 50"
1135,"red = 50 , purple = 30 , yellow = 10"
1136,"red = 50 , purple = 30 , yellow = 20"
1137,"red = 50 , purple = 30 , yellow = 30"
1138,"red = 50 , purple = 30 , yellow = 40"
1139,"red = 50 , purple = 30 , yellow = 50"
1140,"red = 50 , purple = 40 , yellow = 10"
1141,"red = 50 , purple = 40 , yellow = 20"
1142,"red = 50 , purple = 40 , yellow = 30"
1143,"red = 50 , purple = 40 , yellow = 40"
1144,"red = 50 , purple = 40 , yellow = 50"
1145,"red = 50 , purple = 50 , yellow = 10"
1146,"red = 50 , purple = 50 , yellow = 20"
1147,"red = 50 , purple = 50 , yellow = 30"
1148,"red = 50 , purple = 50 , yellow = 40"
1149,"red = 50 , purple = 50 , yellow = 50"
1150,"blue = 10 , green = 10 , purple = 10"
1151,"blue = 10 , green = 10 , purple = 20"
1152,"blue = 10 , green = 10 , purple = 30"
1153,"blue = 10 , green = 10 , purple = 40"
1154,"blue = 10 , green = 10 , purple = 50"
1155,"blue = 10 , green = 10 , yellow = 10"
1156,"blue = 10 , green = 10 , yellow = 20"
1157,"blue = 10 , green = 10 , yellow = 30"
1158,"blue = 10 , green = 10 , yellow = 40"
1159,"blue = 10 , green = 10 , yellow = 50"
1160,"blue = 10 , green = 20 , purple = 10"
1161,"blue = 10 , green = 20 , purple = 20"
1162,"blue = 10 , green = 20 , purple = 30"
1163,"blue = 10 , green = 20 , purple = 40"
1164,"blue = 10 , green = 20 , purple = 50"
1165,"blue = 10 , green = 20 , yellow = 10"
1166,"blue = 10 , green = 20 , yellow = 20"
1167,"blue = 10 , green = 20 , yellow = 30"
1168,"blue = 10 , green = 20 , yellow = 40"
1169,"blue = 10 , green = 20 , yellow = 50"
1170,"blue = 10 , green = 30 , purple = 10"
1171,"blue = 10 , green = 30 , purple = 20"
1172,"blue = 10 , green = 30 , purple = 30"
1173,"blue = 10 , green = 30 , purple = 40"
1174,"blue = 10 , green = 30 , purple = 50"
1175,"blue = 10 , green = 30 , yellow = 10"
1176,"blue = 10 , green = 30 , yellow = 20"
1177,"blue = 10 , green = 30 , yellow = 30"
1178,"blue = 10 , green = 30 , yellow = 40"
1179,"blue = 10 , green = 30 , yellow = 50"
1180,"blue = 10 , green = 40 , purple = 10"
1181,"blue = 10 , green = 40 , purple = 20"
1182,"blue = 10 , green = 40 , purple = 30"
1183,"blue = 10 , green = 40 , purple = 40"
1184,"blue = 10 , green = 40 , purple = 50"
1185,"blue = 10 , green = 40 , yellow = 10"
1186,"blue = 10 , green = 40 , yellow = 20"
1187,"blue = 10 , green = 40 , yellow = 30"
1188,"blue = 10 , green = 40 , yellow = 40"
1189,"blue = 10 , green = 40 , yellow = 50"
1190,"blue = 10 , green = 50 , purple = 10"
1191,"blue = 10 , green = 50 , purple = 20"
1192,"blue = 10 , green = 50 , purple = 30"
1193,"blue = 10 , green = 50 , purple = 40"
1194,"blue = 10 , green = 50 , purple = 50"
1195,"blue = 10 , green = 50 , yellow = 10"
1196,"blue = 10 , green = 50 , yellow = 20"
1197,"blue = 10 , green = 50 , yellow = 30"
1198,"blue = 10 , green = 50 , yellow = 40"
1199,"blue = 10 , green = 50 , yellow = 50"
1200,"blue = 10 , purple = 10 , yellow = 10"
1201,"blue = 10 , purple = 10 , yellow = 20"
1202,"blue = 10 , purple = 10 , yellow = 30"
1203,"blue = 10 , purple = 10 , yellow = 40"
1204,"blue = 10 , purple = 10 , yellow = 50"
1205,"blue = 10 , purple = 20 , yellow = 10"
1206,"blue = 10 , purple = 20 , yellow = 20"
1207,"blue = 10 , purple = 20 , yellow = 30"
1208,"blue = 10 , purple = 20 , yellow = 40"
1209,"blue = 10 , purple = 20 , yellow = 50"
1210,"blue = 10 , purple = 30 , yellow = 10"
1211,"blue = 10 , purple = 30 , yellow = 20"
1212,"blue = 10 , purple = 30 , yellow = 30"
1213,"blue = 10 , purple = 30 , yellow = 40"
1214,"blue = 10 , purple = 30 , yellow = 50"
1215,"blue = 10 , purple = 40 , yellow = 10"
1216,"blue = 10 , purple = 40 , yellow = 20"
1217,"blue = 10 , purple = 40 , yellow = 30"
1218,"blue = 10 , purple = 40 , yellow = 40"
1219,"blue = 10 , purple = 40 , yellow = 50"
1220,"blue = 10 , purple = 50 , yellow = 10"
1221,"blue = 10 , purple = 50 , yellow = 20"
1222,"blue = 10 , purple = 50 , yellow = 30"
1223,"blue = 10 , purple = 50 , yellow = 40"
1224,"blue = 10 , purple = 50 , yellow = 50"
1225,"blue = 20 , green = 10 , purple = 10"
1226,"blue = 20 , green = 10 , purple = 20"
1227,"blue = 20 , green = 10 , purple = 30"
1228,"blue = 20 , green = 10 , purple = 40"
1229,"blue = 20 , green = 10 , purple = 50"
1230,"blue = 20 , green = 10 , yellow = 10"
1231,"blue = 20 , green = 10 , yellow = 20"
1232,"blue = 20 , green = 10 , yellow = 30"
1233,"blue = 20 , green = 10 , yellow = 40"
1234,"blue = 20 , green = 10 , yellow = 50"
1235,"blue = 20 , green = 20 , purple = 10"
1236,"blue = 20 , green = 20 , purple = 20"
1237,"blue = 20 , green = 20 , purple = 30"
1238,"blue = 20 , green = 20 , purple = 40"
1239,"blue = 20 , green = 20 , purple = 50"
1240,"blue = 20 , green = 20 , yellow = 10"
1241,"blue = 20 , green = 20 , yellow = 20"
1242,"blue = 20 , green = 20 , yellow = 30"
1243,"blue = 20 , green = 20 , yellow = 40"
1244,"blue = 20 , green = 20 , yellow = 50"
1245,"blue = 20 , green = 30 , purple = 10"
1246,"blue = 20 , green = 30 , purple = 20"
1247,"blue = 20 , green = 30 , purple = 30"
